Latitud,Longitud,Hora,Azimut [°],Elevacion [°],Distancia [Km]
-58.5564,3.6480,12:52:36,292.31,-59.49,11583.28
-58.6170,3.6139,12:52:37,292.38,-59.50,11584.71
-58.6776,3.5797,12:52:38,292.45,-59.52,11586.15
-58.7684,3.5282,12:52:40,292.55,-59.54,11588.29
-58.8289,3.4938,12:52:41,292.62,-59.55,11589.72
-58.8895,3.4592,12:52:42,292.69,-59.56,11591.14
-58.9500,3.4246,12:52:43,292.76,-59.58,11592.56
-59.0105,3.3898,12:52:44,292.82,-59.59,11593.98
-59.0711,3.3549,12:52:45,292.93,-59.61,11596.11
-59.1618,3.3024,12:52:46,293.00,-59.63,11597.51
-59.2223,3.2672,12:52:47,293.07,-59.64,11598.92
-59.2828,3.2320,12:52:48,293.13,-59.65,11600.33
-59.3433,3.1966,12:52:49,293.20,-59.67,11601.73
-59.4037,3.1611,12:52:51,293.31,-59.69,11603.83
-59.4944,3.1077,12:52:52,293.38,-59.70,11605.22
-59.5549,3.0719,12:52:53,293.44,-59.71,11606.61
-59.6153,3.0360,12:52:54,293.51,-59.73,11608.00
-59.6758,3.0001,12:52:55,293.58,-59.74,11609.39
-59.7362,2.9639,12:52:56,293.69,-59.76,11611.46
-59.8268,2.9096,12:52:57,293.76,-59.77,11612.84
-59.8872,2.8732,12:52:58,293.82,-59.79,11614.22
-59.9476,2.8367,12:52:59,293.89,-59.80,11615.59
-60.0080,2.8000,12:53:00,293.96,-59.81,11616.96
-60.0684,2.7633,12:53:01,294.07,-59.83,11619.01
-60.1589,2.7079,12:53:03,294.14,-59.84,11620.37
-60.2193,2.6709,12:53:04,294.21,-59.86,11621.73
-60.2796,2.6337,12:53:05,294.28,-59.87,11623.09
-60.3399,2.5964,12:53:06,294.35,-59.88,11624.45
-60.4003,2.5590,12:53:07,294.42,-59.90,11626.47
-60.4907,2.5027,12:53:08,294.52,-59.92,11627.82
-60.5510,2.4650,12:53:09,294.59,-59.93,11629.16
-60.6113,2.4271,12:53:10,294.66,-59.94,11630.50
-60.6716,2.3892,12:53:11,294.73,-59.96,11631.84
-60.7319,2.3511,12:53:12,294.80,-59.97,11633.85
-60.8223,2.2937,12:53:14,294.90,-59.99,11635.18
-60.8825,2.2553,12:53:15,294.97,-60.00,11636.50
-60.9428,2.2167,12:53:16,295.04,-60.01,11637.83
-61.0030,2.1780,12:53:17,295.11,-60.03,11639.15
-61.0632,2.1392,12:53:18,295.18,-60.04,11641.13
-61.1536,2.0808,12:53:19,295.29,-60.06,11642.44
-61.2138,2.0416,12:53:20,295.36,-60.07,11643.76
-61.2739,2.0024,12:53:21,295.43,-60.08,11645.07
-61.3341,1.9630,12:53:22,295.50,-60.10,11646.37
-61.3943,1.9234,12:53:23,295.60,-60.11,11648.33
-61.4845,1.8639,12:53:25,295.67,-60.13,11649.62
-61.5447,1.8240,12:53:26,295.74,-60.14,11650.92
-61.6048,1.7840,12:53:27,295.82,-60.15,11652.21
-61.6649,1.7438,12:53:28,295.89,-60.17,11653.50
-61.7251,1.7035,12:53:29,295.96,-60.18,11655.43
-61.8152,1.6428,12:53:30,296.06,-60.20,11656.72
-61.8753,1.6022,12:53:31,296.13,-60.21,11658.00
-61.9354,1.5614,12:53:32,296.20,-60.22,11659.27
-61.9954,1.5204,12:53:33,296.27,-60.23,11660.55
-62.0555,1.4793,12:53:34,296.34,-60.25,11662.45
-62.1456,1.4174,12:53:36,296.45,-60.26,11663.72
-62.2056,1.3760,12:53:37,296.52,-60.28,11664.98
-62.2656,1.3344,12:53:38,296.59,-60.29,11666.24
-62.3256,1.2927,12:53:39,296.66,-60.30,11667.50
-62.3856,1.2508,12:53:40,296.73,-60.31,11668.76
-62.4756,1.1876,12:53:41,296.84,-60.33,11670.63
-62.5356,1.1454,12:53:42,296.91,-60.34,11671.88
-62.5955,1.1029,12:53:43,296.98,-60.36,11673.12
-62.6555,1.0603,12:53:44,297.05,-60.37,11674.37
-62.7154,1.0176,12:53:45,297.12,-60.38,11675.60
-62.8053,0.9532,12:53:47,297.23,-60.40,11677.46
-62.8652,0.9101,12:53:48,297.30,-60.41,11678.69
-62.9251,0.8668,12:53:49,297.37,-60.42,11679.92
-62.9850,0.8233,12:53:50,297.45,-60.44,11681.14
-63.0448,0.7797,12:53:51,297.52,-60.45,11682.36
-63.1047,0.7360,12:53:52,297.62,-60.47,11684.19
-63.1945,0.6700,12:53:53,297.70,-60.48,11685.41
-63.2543,0.6258,12:53:54,297.77,-60.49,11686.62
-63.3141,0.5815,12:53:55,297.84,-60.50,11687.83
-63.3739,0.5370,12:53:56,297.91,-60.51,11689.03
-63.4636,0.4699,12:53:58,298.02,-60.53,11690.84
-63.5234,0.4249,12:53:59,298.09,-60.54,11692.04
-63.5832,0.3798,12:54:00,298.16,-60.55,11693.23
-63.6429,0.3346,12:54:01,298.23,-60.57,11694.43
-63.7026,0.2891,12:54:02,298.30,-60.58,11695.61
-63.7624,0.2435,12:54:03,298.41,-60.60,11697.39
-63.8519,0.1747,12:54:04,298.48,-60.61,11698.58
-63.9116,0.1287,12:54:05,298.56,-60.62,11699.76
-63.9713,0.0824,12:54:06,298.63,-60.63,11700.93
-64.0310,0.0360,12:54:07,298.70,-60.64,11702.11
-64.0906,-0.0106,12:54:08,298.77,-60.66,11703.86
-64.1801,-0.0809,12:54:10,298.88,-60.67,11705.03
-64.2397,-0.1279,12:54:11,298.95,-60.68,11706.19
-64.2993,-0.1752,12:54:12,299.02,-60.69,11707.35
-64.3589,-0.2226,12:54:13,299.10,-60.70,11708.51
-64.4185,-0.2702,12:54:14,299.17,-60.72,11709.66
-64.5079,-0.3420,12:54:15,299.28,-60.73,11711.39
-64.5674,-0.3901,12:54:16,299.35,-60.74,11712.53
-64.6269,-0.4384,12:54:17,299.42,-60.76,11713.68
-64.6865,-0.4868,12:54:18,299.49,-60.77,11714.82
-64.7460,-0.5355,12:54:19,299.57,-60.78,11715.96
-64.8055,-0.5844,12:54:21,299.68,-60.80,11717.66
-64.8947,-0.6580,12:54:22,299.75,-60.81,11718.79
-64.9541,-0.7074,12:54:23,299.82,-60.82,11719.91
-65.0136,-0.7570,12:54:24,299.89,-60.83,11721.04
-65.0730,-0.8067,12:54:25,299.97,-60.84,11722.16
-65.1324,-0.8567,12:54:26,300.08,-60.86,11723.84
-65.2215,-0.9320,12:54:27,300.15,-60.87,11724.95
-65.2809,-0.9825,12:54:28,300.22,-60.88,11726.06
-65.3402,-1.0332,12:54:29,300.29,-60.89,11727.17
-65.3996,-1.0841,12:54:30,300.37,-60.90,11728.27
-65.4589,-1.1352,12:54:31,300.44,-60.92,11729.92
-65.5479,-1.2123,12:54:33,300.55,-60.93,11731.02
-65.6072,-1.2640,12:54:34,300.62,-60.94,11732.12
-65.6665,-1.3158,12:54:35,300.69,-60.95,11733.21
-65.7257,-1.3679,12:54:36,300.77,-60.96,11734.30
-65.7850,-1.4202,12:54:37,300.84,-60.97,11735.92
-65.8738,-1.4991,12:54:38,300.95,-60.99,11737.00
-65.9330,-1.5519,12:54:39,301.02,-61.00,11738.08
-65.9922,-1.6050,12:54:40,301.10,-61.01,11739.16
-66.0514,-1.6583,12:54:41,301.17,-61.02,11740.23
-66.1105,-1.7119,12:54:42,301.24,-61.03,11741.30
-66.1697,-1.7656,12:54:44,301.35,-61.05,11742.90
-66.2584,-1.8467,12:54:45,301.43,-61.06,11743.96
-66.3175,-1.9011,12:54:46,301.50,-61.07,11745.02
-66.3765,-1.9557,12:54:47,301.57,-61.08,11746.07
-66.4356,-2.0105,12:54:48,301.65,-61.09,11747.12
-66.4947,-2.0656,12:54:49,301.76,-61.11,11748.70
-66.5832,-2.1486,12:54:50,301.83,-61.12,11749.74
-66.6422,-2.2043,12:54:51,301.91,-61.13,11750.78
-66.7012,-2.2602,12:54:52,301.98,-61.14,11751.82
-66.7602,-2.3164,12:54:53,302.05,-61.15,11752.86
-66.8191,-2.3728,12:54:54,302.13,-61.16,11754.41
-66.9075,-2.4579,12:54:56,302.24,-61.17,11755.43
-66.9664,-2.5149,12:54:57,302.31,-61.18,11756.46
-67.0253,-2.5722,12:54:58,302.39,-61.19,11757.48
-67.0842,-2.6298,12:54:59,302.46,-61.20,11758.50
-67.1430,-2.6876,12:55:00,302.53,-61.22,11760.02
-67.2313,-2.7748,12:55:01,302.64,-61.23,11761.04
-67.2901,-2.8333,12:55:02,302.72,-61.24,11762.04
-67.3489,-2.8920,12:55:03,302.79,-61.25,11763.05
-67.4076,-2.9511,12:55:04,302.87,-61.26,11764.05
-67.4664,-3.0103,12:55:05,302.94,-61.27,11765.55
-67.5544,-3.0998,12:55:07,303.05,-61.29,11766.55
-67.6131,-3.1597,12:55:08,303.13,-61.30,11767.54
-67.6718,-3.2200,12:55:09,303.20,-61.31,11768.53
-67.7305,-3.2805,12:55:10,303.28,-61.32,11769.51
-67.7891,-3.3413,12:55:11,303.35,-61.33,11770.50
-67.8770,-3.4330,12:55:12,303.46,-61.34,11771.96
-67.9356,-3.4946,12:55:13,303.54,-61.35,11772.94
-67.9942,-3.5564,12:55:14,303.61,-61.36,11773.91
-68.0527,-3.6185,12:55:15,303.69,-61.37,11774.88
-68.1113,-3.6809,12:55:16,303.76,-61.38,11775.85
-68.1698,-3.7436,12:55:18,303.87,-61.39,11777.29
-68.2575,-3.8382,12:55:19,303.95,-61.40,11778.25
-68.3159,-3.9016,12:55:20,304.02,-61.41,11779.21
-68.3744,-3.9653,12:55:21,304.10,-61.42,11780.16
-68.4328,-4.0294,12:55:22,304.17,-61.43,11781.11
-68.4911,-4.0938,12:55:23,304.28,-61.45,11782.53
-68.5787,-4.1909,12:55:24,304.36,-61.46,11783.47
-68.6370,-4.2560,12:55:25,304.43,-61.47,11784.41
-68.6953,-4.3215,12:55:26,304.51,-61.48,11785.34
-68.7536,-4.3873,12:55:27,304.58,-61.49,11786.28
-68.8119,-4.4534,12:55:28,304.66,-61.50,11787.67
-68.8992,-4.5531,12:55:30,304.77,-61.51,11788.59
-68.9574,-4.6201,12:55:31,304.85,-61.52,11789.52
-69.0156,-4.6873,12:55:32,304.92,-61.53,11790.44
-69.0737,-4.7549,12:55:33,305.00,-61.54,11791.35
-69.1319,-4.8228,12:55:34,305.11,-61.55,11792.72
-69.2190,-4.9254,12:55:35,305.18,-61.56,11793.63
-69.2771,-4.9941,12:55:36,305.26,-61.57,11794.53
-69.3351,-5.0633,12:55:37,305.34,-61.58,11795.44
-69.3931,-5.1327,12:55:38,305.41,-61.59,11796.34
-69.4511,-5.2026,12:55:39,305.52,-61.60,11797.68
-69.5381,-5.3080,12:55:41,305.60,-61.61,11798.57
-69.5960,-5.3787,12:55:42,305.67,-61.62,11799.46
-69.6539,-5.4498,12:55:43,305.75,-61.63,11800.35
-69.7118,-5.5212,12:55:44,305.83,-61.64,11801.23
-69.7696,-5.5930,12:55:45,305.90,-61.65,11802.55
-69.8564,-5.7014,12:55:46,306.02,-61.66,11803.42
-69.9141,-5.7742,12:55:47,306.09,-61.67,11804.29
-69.9719,-5.8473,12:55:48,306.17,-61.68,11805.16
-70.0296,-5.9208,12:55:49,306.24,-61.69,11806.03
-70.0873,-5.9947,12:55:50,306.32,-61.70,11806.89
-70.1738,-6.1063,12:55:52,306.43,-61.71,11808.18
-70.2315,-6.1811,12:55:53,306.51,-61.72,11809.03
-70.2891,-6.2564,12:55:54,306.58,-61.73,11809.89
-70.3466,-6.3321,12:55:55,306.66,-61.74,11810.73
-70.4042,-6.4081,12:55:56,306.74,-61.74,11811.58
-70.4904,-6.5230,12:55:57,306.85,-61.76,11812.84
-70.5479,-6.6001,12:55:58,306.93,-61.77,11813.68
-70.6054,-6.6776,12:55:59,307.00,-61.77,11814.52
-70.6628,-6.7555,12:56:00,307.08,-61.78,11815.35
-70.7201,-6.8339,12:56:01,307.15,-61.79,11816.18
-70.8062,-6.9522,12:56:03,307.27,-61.80,11817.42
-70.8635,-7.0316,12:56:04,307.34,-61.81,11818.24
-70.9207,-7.1114,12:56:05,307.42,-61.82,11819.05
-70.9780,-7.1917,12:56:06,307.50,-61.83,11819.87
-71.0352,-7.2724,12:56:07,307.57,-61.84,11820.68
-71.1209,-7.3944,12:56:08,307.69,-61.85,11821.89
-71.1781,-7.4762,12:56:09,307.76,-61.86,11822.70
-71.2352,-7.5585,12:56:10,307.84,-61.87,11823.50
-71.2922,-7.6413,12:56:11,307.92,-61.88,11824.30
-71.3493,-7.7245,12:56:12,307.99,-61.88,11825.09
-71.4063,-7.8082,12:56:13,308.11,-61.90,11826.28
-71.4917,-7.9346,12:56:15,308.19,-61.90,11827.07
-71.5486,-8.0195,12:56:16,308.26,-61.91,11827.85
-71.6055,-8.1048,12:56:17,308.34,-61.92,11828.63
-71.6623,-8.1907,12:56:18,308.42,-61.93,11829.41
-71.7191,-8.2770,12:56:19,308.53,-61.94,11830.57
-71.8043,-8.4074,12:56:20,308.61,-61.95,11831.34
-71.8610,-8.4950,12:56:21,308.68,-61.96,11832.11
-71.9176,-8.5831,12:56:22,308.76,-61.96,11832.88
-71.9743,-8.6717,12:56:23,308.84,-61.97,11833.64
-72.0309,-8.7608,12:56:24,308.92,-61.98,11834.77
-72.1157,-8.8954,12:56:26,309.03,-61.99,11835.53
-72.1722,-8.9858,12:56:27,309.11,-62.00,11836.28
-72.2287,-9.0767,12:56:28,309.18,-62.01,11837.03
-72.2851,-9.1682,12:56:29,309.26,-62.02,11837.77
-72.3415,-9.2602,12:56:30,309.34,-62.02,11838.88
-72.4260,-9.3992,12:56:31,309.45,-62.03,11839.62
-72.4823,-9.4926,12:56:32,309.53,-62.04,11840.35
-72.5386,-9.5866,12:56:33,309.61,-62.05,11841.08
-72.5948,-9.6810,12:56:34,309.69,-62.06,11841.81
-72.6510,-9.7761,12:56:35,309.76,-62.07,11842.89
-72.7351,-9.9198,12:56:37,309.88,-62.08,11843.61
-72.7912,-10.0163,12:56:38,309.96,-62.08,11844.33
-72.8472,-10.1134,12:56:39,310.03,-62.09,11845.04
-72.9032,-10.2110,12:56:40,310.11,-62.10,11845.75
-72.9591,-10.3093,12:56:41,310.23,-62.11,11846.81
-73.0430,-10.4578,12:56:42,310.30,-62.12,11847.52
-73.0988,-10.5576,12:56:43,310.38,-62.12,11848.22
-73.1546,-10.6580,12:56:44,310.46,-62.13,11848.91
-73.2103,-10.7590,12:56:45,310.54,-62.14,11849.61
-73.2660,-10.8606,12:56:46,310.65,-62.15,11850.64
-73.3494,-11.0143,12:56:48,310.73,-62.16,11851.33
-73.4050,-11.1175,12:56:49,310.81,-62.16,11852.01
-73.4605,-11.2214,12:56:50,310.89,-62.17,11852.69
-73.5160,-11.3259,12:56:51,310.96,-62.18,11853.36
-73.5714,-11.4311,12:56:52,311.04,-62.19,11854.37
-73.6545,-11.5901,12:56:53,311.16,-62.20,11855.04
-73.7098,-11.6970,12:56:54,311.24,-62.20,11855.71
-73.7650,-11.8045,12:56:55,311.31,-62.21,11856.37
-73.8202,-11.9127,12:56:56,311.39,-62.22,11857.03
-73.8754,-12.0216,12:56:57,311.47,-62.22,11858.01
-73.9580,-12.1863,12:56:59,311.59,-62.23,11858.66
-74.0130,-12.2970,12:57:00,311.67,-62.24,11859.31
-74.0680,-12.4084,12:57:01,311.74,-62.25,11859.96
-74.1229,-12.5205,12:57:02,311.82,-62.25,11860.60
-74.1778,-12.6333,12:57:03,311.90,-62.26,11861.56
-74.2600,-12.8039,12:57:04,312.02,-62.27,11862.19
-74.3147,-12.9186,12:57:05,312.09,-62.28,11862.82
-74.3693,-13.0341,12:57:06,312.17,-62.28,11863.45
-74.4240,-13.1503,12:57:07,312.25,-62.29,11864.07
-74.4785,-13.2673,12:57:08,312.33,-62.30,11864.70
-74.5602,-13.4442,12:57:10,312.45,-62.31,11865.62
-74.6146,-13.5631,12:57:11,312.52,-62.31,11866.24
-74.6690,-13.6828,12:57:12,312.60,-62.32,11866.85
-74.7232,-13.8033,12:57:13,312.68,-62.33,11867.46
-74.7775,-13.9246,12:57:14,312.76,-62.33,11868.06
-74.8316,-14.0468,12:57:15,312.88,-62.34,11868.96
-74.9128,-14.2315,12:57:16,312.96,-62.35,11869.56
-74.9668,-14.3558,12:57:17,313.03,-62.36,11870.15
-75.0207,-14.4808,12:57:18,313.11,-62.36,11870.74
-75.0746,-14.6067,12:57:19,313.19,-62.37,11871.33
-75.1284,-14.7335,12:57:20,313.27,-62.38,11872.21
-75.2090,-14.9253,12:57:22,313.39,-62.38,11872.79
-75.2626,-15.0543,12:57:23,313.47,-62.39,11873.36
-75.3162,-15.1841,12:57:24,313.54,-62.40,11873.94
-75.3697,-15.3149,12:57:25,313.62,-62.40,11874.51
-75.4232,-15.4465,12:57:26,313.70,-62.41,11875.36
-75.5032,-15.6457,12:57:27,313.82,-62.42,11875.92
-75.5565,-15.7797,12:57:28,313.90,-62.42,11876.48
-75.6096,-15.9146,12:57:29,313.98,-62.43,11877.04
-75.6628,-16.0505,12:57:30,314.06,-62.43,11877.59
-75.7158,-16.1873,12:57:31,314.14,-62.44,11878.14
-75.7952,-16.3943,12:57:33,314.25,-62.45,11878.96
-75.8481,-16.5335,12:57:34,314.33,-62.46,11879.50
-75.9009,-16.6738,12:57:35,314.41,-62.46,11880.04
-75.9536,-16.8150,12:57:36,314.49,-62.47,11880.58
-76.0062,-16.9573,12:57:37,314.57,-62.47,11881.11
-76.0588,-17.1005,12:57:38,314.69,-62.48,11881.91
-76.1374,-17.3174,12:57:39,314.77,-62.49,11882.43
-76.1898,-17.4632,12:57:40,314.85,-62.49,11882.95
-76.2421,-17.6101,12:57:41,314.92,-62.50,11883.47
-76.2942,-17.7581,12:57:42,315.00,-62.50,11883.99
-76.3463,-17.9072,12:57:43,315.12,-62.51,11884.75
-76.4243,-18.1328,12:57:45,315.20,-62.52,11885.26
-76.4762,-18.2846,12:57:46,315.28,-62.52,11885.77
-76.5280,-18.4375,12:57:47,315.36,-62.53,11886.27
-76.5797,-18.5916,12:57:48,315.44,-62.53,11886.77
-76.6313,-18.7467,12:57:49,315.56,-62.54,11887.51
-76.7086,-18.9816,12:57:50,315.64,-62.55,11888.00
-76.7600,-19.1397,12:57:51,315.72,-62.55,11888.49
-76.8113,-19.2989,12:57:52,315.80,-62.56,11888.97
-76.8625,-19.4594,12:57:53,315.88,-62.56,11889.45
-76.9136,-19.6210,12:57:54,315.95,-62.57,11890.17
-76.9901,-19.8657,12:57:56,316.07,-62.57,11890.64
-77.0409,-20.0304,12:57:57,316.15,-62.58,11891.11
-77.0917,-20.1963,12:57:58,316.23,-62.58,11891.58
-77.1423,-20.3635,12:57:59,316.31,-62.59,11892.05
-77.1929,-20.5319,12:58:00,316.39,-62.59,11892.51
-77.2686,-20.7869,12:58:01,316.51,-62.60,11893.19
-77.3189,-20.9586,12:58:02,316.59,-62.61,11893.64
-77.3691,-21.1316,12:58:03,316.67,-62.61,11894.09
-77.4191,-21.3058,12:58:04,316.75,-62.62,11894.54
-77.4691,-21.4815,12:58:05,316.83,-62.62,11894.98
-77.5190,-21.6584,12:58:07,316.95,-62.63,11895.64
-77.5936,-21.9264,12:58:08,317.03,-62.63,11896.08
-77.6432,-22.1068,12:58:09,317.11,-62.64,11896.51
-77.6927,-22.2886,12:58:10,317.19,-62.64,11896.94
-77.7420,-22.4718,12:58:11,317.27,-62.65,11897.37
-77.8159,-22.7493,12:58:12,317.39,-62.65,11898.00
-77.8649,-22.9361,12:58:13,317.47,-62.66,11898.42
-77.9139,-23.1244,12:58:14,317.55,-62.66,11898.84
-77.9627,-23.3141,12:58:15,317.63,-62.67,11899.25
-78.0114,-23.5053,12:58:16,317.71,-62.67,11899.66
-78.0600,-23.6980,12:58:17,317.83,-62.68,11900.27
-78.1326,-23.9899,12:58:19,317.90,-62.68,11900.67
-78.1808,-24.1864,12:58:20,317.98,-62.69,11901.06
-78.2290,-24.3845,12:58:21,318.06,-62.69,11901.46
-78.2769,-24.5841,12:58:22,318.14,-62.70,11901.85
-78.3248,-24.7853,12:58:23,318.22,-62.70,11902.43
-78.3963,-25.0902,12:58:24,318.34,-62.71,11902.82
-78.4438,-25.2954,12:58:25,318.42,-62.71,11903.20
-78.4912,-25.5023,12:58:26,318.50,-62.71,11903.57
-78.5384,-25.7108,12:58:27,318.58,-62.72,11903.95
-78.5855,-25.9210,12:58:28,318.66,-62.72,11904.32
-78.6559,-26.2394,12:58:30,318.78,-62.73,11904.87
-78.7026,-26.4538,12:58:31,318.86,-62.73,11905.23
-78.7492,-26.6700,12:58:32,318.94,-62.74,11905.59
-78.7956,-26.8878,12:58:33,319.02,-62.74,11905.95
-78.8419,-27.1075,12:58:34,319.10,-62.74,11906.48
-78.9110,-27.4402,12:58:35,319.22,-62.75,11906.83
-78.9569,-27.6643,12:58:36,319.31,-62.75,11907.18
-79.0026,-27.8902,12:58:37,319.39,-62.76,11907.52
-79.0481,-28.1179,12:58:38,319.47,-62.76,11907.86
-79.0935,-28.3474,12:58:39,319.55,-62.77,11908.36
-79.1613,-28.6952,12:58:41,319.67,-62.77,11908.69
-79.2063,-28.9294,12:58:42,319.75,-62.77,11909.02
-79.2511,-29.1656,12:58:43,319.83,-62.78,11909.35
-79.2957,-29.4036,12:58:44,319.91,-62.78,11909.67
-79.3402,-29.6435,12:58:45,319.99,-62.79,11909.99
-79.4065,-30.0071,12:58:46,320.11,-62.79,11910.46
-79.4505,-30.2520,12:58:47,320.19,-62.79,11910.77
-79.4943,-30.4988,12:58:48,320.27,-62.80,11911.08
-79.5379,-30.7477,12:58:49,320.35,-62.80,11911.39
-79.5814,-30.9986,12:58:50,320.43,-62.80,11911.69
-79.6246,-31.2515,12:58:52,320.55,-62.81,11912.14
-79.6892,-31.6347,12:58:53,320.63,-62.81,11912.43
-79.7319,-31.8928,12:58:54,320.71,-62.82,11912.72
-79.7745,-32.1529,12:58:55,320.79,-62.82,11913.01
-79.8168,-32.4152,12:58:56,320.87,-62.82,11913.43
-79.8800,-32.8126,12:58:57,320.99,-62.83,11913.71
-79.9219,-33.0803,12:58:58,321.07,-62.83,11913.99
-79.9635,-33.3501,12:58:59,321.15,-62.83,11914.26
-80.0049,-33.6220,12:59:00,321.23,-62.84,11914.53
-80.0461,-33.8962,12:59:01,321.31,-62.84,11914.80
-80.1075,-34.3117,12:59:03,321.43,-62.84,11915.19
-80.1482,-34.5914,12:59:04,321.52,-62.85,11915.45
-80.1886,-34.8734,12:59:05,321.60,-62.85,11915.71
-80.2288,-35.1577,12:59:06,321.68,-62.85,11915.96
-80.2688,-35.4443,12:59:07,321.76,-62.85,11916.21
-80.3085,-35.7331,12:59:08,321.88,-62.86,11916.58
-80.3677,-36.1708,12:59:09,321.96,-62.86,11916.82
-80.4069,-36.4654,12:59:10,322.04,-62.86,11917.06
-80.4457,-36.7624,12:59:11,322.12,-62.87,11917.30
-80.4844,-37.0618,12:59:12,322.20,-62.87,11917.53
-80.5228,-37.3636,12:59:13,322.28,-62.87,11917.87
-80.5799,-37.8207,12:59:15,322.40,-62.88,11918.09
-80.6177,-38.1285,12:59:16,322.48,-62.88,11918.31
-80.6552,-38.4387,12:59:17,322.56,-62.88,11918.53
-80.6924,-38.7513,12:59:18,322.64,-62.88,11918.75
-80.7294,-39.0663,12:59:19,322.73,-62.89,11919.06
-80.7843,-39.5436,12:59:20,322.85,-62.89,11919.27
-80.8206,-39.8648,12:59:21,322.93,-62.89,11919.47
-80.8566,-40.1885,12:59:22,323.01,-62.89,11919.67
-80.8924,-40.5147,12:59:23,323.09,-62.90,11919.87
-80.9278,-40.8434,12:59:24,323.21,-62.90,11920.16
-80.9804,-41.3412,12:59:26,323.29,-62.90,11920.35
-81.0151,-41.6762,12:59:27,323.37,-62.90,11920.54
-81.0496,-42.0138,12:59:28,323.45,-62.91,11920.72
-81.0837,-42.3539,12:59:29,323.53,-62.91,11920.90
-81.1175,-42.6965,12:59:30,323.61,-62.91,11921.16
-81.1676,-43.2152,12:59:31,323.74,-62.91,11921.33
-81.2007,-43.5643,12:59:32,323.82,-62.92,11921.50
-81.2334,-43.9158,12:59:33,323.90,-62.92,11921.67
-81.2658,-44.2700,12:59:34,323.98,-62.92,11921.83
-81.2979,-44.6267,12:59:35,324.06,-62.92,11921.99
-81.3454,-45.1667,12:59:37,324.18,-62.92,11922.22
-81.3766,-45.5299,12:59:38,324.26,-62.93,11922.37
-81.4075,-45.8956,12:59:39,324.34,-62.93,11922.52
-81.4381,-46.2639,12:59:40,324.42,-62.93,11922.67
-81.4684,-46.6348,12:59:41,324.50,-62.93,11922.81
-81.4983,-47.0083,12:59:42,324.63,-62.93,11923.01
-81.5424,-47.5733,12:59:43,324.71,-62.93,11923.15
-81.5714,-47.9532,12:59:44,324.79,-62.94,11923.28
-81.6001,-48.3357,12:59:45,324.87,-62.94,11923.41
-81.6284,-48.7207,12:59:46,324.95,-62.94,11923.53
-81.6563,-49.1083,12:59:47,325.07,-62.94,11923.71
-81.6975,-49.6944,12:59:49,325.15,-62.94,11923.83
-81.7244,-50.0883,12:59:50,325.23,-62.94,11923.94
-81.7510,-50.4847,12:59:51,325.31,-62.95,11924.05
-81.7772,-50.8835,12:59:52,325.39,-62.95,11924.16
-81.8031,-51.2849,12:59:53,325.48,-62.95,11924.31
-81.8411,-51.8917,12:59:54,325.60,-62.95,11924.41
-81.8659,-52.2992,12:59:55,325.68,-62.95,11924.50
-81.8904,-52.7092,12:59:56,325.76,-62.95,11924.60
-81.9144,-53.1216,12:59:57,325.84,-62.95,11924.68
-81.9381,-53.5364,12:59:58,325.92,-62.95,11924.77
-81.9727,-54.1630,13:00:00,326.04,-62.96,11924.89
-81.9953,-54.5837,13:00:01,326.12,-62.96,11924.97
-82.0175,-55.0067,13:00:02,326.21,-62.96,11925.05
-82.0393,-55.4320,13:00:03,326.29,-62.96,11925.12
-82.0606,-55.8596,13:00:04,326.37,-62.96,11925.19
-82.0815,-56.2894,13:00:05,326.49,-62.96,11925.28
-82.1120,-56.9383,13:00:06,326.57,-62.96,11925.34
-82.1318,-57.3736,13:00:07,326.65,-62.96,11925.40
-82.1512,-57.8111,13:00:08,326.73,-62.96,11925.45
-82.1701,-58.2506,13:00:09,326.81,-62.96,11925.50
-82.1886,-58.6922,13:00:10,326.93,-62.97,11925.57
-82.2155,-59.3585,13:00:12,327.02,-62.97,11925.62
-82.2328,-59.8051,13:00:13,327.10,-62.97,11925.66
-82.2497,-60.2537,13:00:14,327.18,-62.97,11925.69
-82.2661,-60.7042,13:00:15,327.26,-62.97,11925.73
-82.2820,-61.1565,13:00:16,327.38,-62.97,11925.77
-82.3051,-61.8384,13:00:17,327.46,-62.97,11925.80
-82.3199,-62.2952,13:00:18,327.54,-62.97,11925.82
-82.3341,-62.7537,13:00:19,327.62,-62.97,11925.84
-82.3480,-63.2139,13:00:20,327.71,-62.97,11925.85
-82.3613,-63.6757,13:00:21,327.79,-62.97,11925.87
-82.3804,-64.3713,13:00:23,327.91,-62.97,11925.88
-82.3925,-64.8369,13:00:24,327.99,-62.97,11925.88
-82.4042,-65.3039,13:00:25,328.07,-62.97,11925.88
-82.4153,-65.7723,13:00:26,328.15,-62.97,11925.88
-82.4260,-66.2420,13:00:27,328.23,-62.97,11925.88
-82.4410,-66.9490,13:00:28,328.35,-62.97,11925.86
-82.4504,-67.4218,13:00:29,328.44,-62.97,11925.85
-82.4593,-67.8958,13:00:30,328.52,-62.97,11925.84
-82.4677,-68.3708,13:00:31,328.60,-62.97,11925.82
-82.4756,-68.8468,13:00:32,328.68,-62.97,11925.79
-82.4830,-69.3238,13:00:34,328.80,-62.97,11925.75
-82.4932,-70.0409,13:00:35,328.88,-62.97,11925.72
-82.4993,-70.5200,13:00:36,328.96,-62.97,11925.69
