Latitud,Longitud,Hora,Azimut [°],Elevacion [°],Distancia [Km]
-32.5583,132.1201,04:49:02,22.75,-7.74,3639.98
-32.6517,132.0966,04:49:03,22.65,-7.78,3645.94
-32.7139,132.0809,04:49:04,22.59,-7.82,3651.91
-32.7761,132.0651,04:49:05,22.52,-7.86,3657.88
-32.8383,132.0494,04:49:06,22.46,-7.91,3663.85
-32.9005,132.0336,04:49:07,22.36,-7.97,3672.81
-32.9938,132.0099,04:49:09,22.30,-8.01,3678.79
-33.0560,131.9941,04:49:10,22.24,-8.05,3684.77
-33.1182,131.9783,04:49:11,22.17,-8.09,3690.75
-33.1804,131.9625,04:49:12,22.11,-8.16,3699.73
-33.2737,131.9387,04:49:13,22.02,-8.20,3705.72
-33.3359,131.9228,04:49:14,21.96,-8.24,3711.71
-33.3981,131.9069,04:49:15,21.89,-8.28,3717.71
-33.4603,131.8910,04:49:16,21.83,-8.32,3723.71
-33.5225,131.8751,04:49:18,21.74,-8.39,3732.71
-33.6158,131.8511,04:49:19,21.68,-8.43,3738.72
-33.6779,131.8352,04:49:20,21.62,-8.47,3744.73
-33.7401,131.8192,04:49:21,21.56,-8.51,3750.74
-33.8023,131.8032,04:49:22,21.50,-8.55,3756.75
-33.8956,131.7791,04:49:23,21.41,-8.61,3765.78
-33.9577,131.7631,04:49:24,21.34,-8.65,3771.80
-34.0199,131.7470,04:49:25,21.28,-8.70,3777.82
-34.0821,131.7309,04:49:26,21.22,-8.74,3783.85
-34.1443,131.7148,04:49:27,21.17,-8.78,3792.89
-34.2375,131.6906,04:49:29,21.08,-8.84,3798.92
-34.2997,131.6745,04:49:30,21.02,-8.88,3804.96
-34.3618,131.6583,04:49:31,20.96,-8.92,3810.99
-34.4240,131.6421,04:49:32,20.90,-8.96,3817.03
-34.4861,131.6259,04:49:33,20.84,-9.03,3826.09
-34.5794,131.6016,04:49:34,20.75,-9.07,3832.14
-34.6415,131.5854,04:49:35,20.69,-9.11,3838.19
-34.7037,131.5691,04:49:36,20.64,-9.15,3844.24
-34.7658,131.5528,04:49:37,20.58,-9.19,3850.29
-34.8279,131.5365,04:49:38,20.49,-9.25,3859.37
-34.9212,131.5121,04:49:40,20.43,-9.29,3865.43
-34.9833,131.4957,04:49:41,20.38,-9.33,3871.49
-35.0454,131.4794,04:49:42,20.32,-9.37,3877.55
-35.1076,131.4630,04:49:43,20.26,-9.41,3883.62
-35.1697,131.4466,04:49:44,20.18,-9.48,3892.72
-35.2629,131.4220,04:49:45,20.12,-9.52,3898.79
-35.3250,131.4055,04:49:46,20.06,-9.56,3904.86
-35.3871,131.3891,04:49:47,20.01,-9.60,3910.94
-35.4493,131.3726,04:49:48,19.95,-9.64,3917.02
-35.5114,131.3561,04:49:49,19.87,-9.70,3926.14
-35.6045,131.3313,04:49:51,19.81,-9.74,3932.22
-35.6667,131.3148,04:49:52,19.76,-9.78,3938.30
-35.7288,131.2982,04:49:53,19.70,-9.82,3944.39
-35.7909,131.2816,04:49:54,19.65,-9.86,3950.48
-35.8840,131.2567,04:49:55,19.56,-9.92,3959.62
-35.9461,131.2401,04:49:56,19.51,-9.97,3965.71
-36.0082,131.2234,04:49:57,19.45,-10.01,3971.81
-36.0703,131.2067,04:49:58,19.40,-10.05,3977.90
-36.1324,131.1900,04:49:59,19.34,-10.11,3987.05
-36.2256,131.1650,04:50:01,19.26,-10.15,3993.16
-36.2877,131.1482,04:50:02,19.21,-10.19,3999.26
-36.3497,131.1315,04:50:03,19.16,-10.23,4005.37
-36.4118,131.1147,04:50:04,19.10,-10.27,4011.48
-36.4739,131.0979,04:50:05,19.02,-10.33,4020.64
-36.5670,131.0727,04:50:06,18.97,-10.37,4026.76
-36.6291,131.0558,04:50:07,18.92,-10.41,4032.87
-36.6912,131.0389,04:50:08,18.86,-10.45,4038.99
-36.7533,131.0220,04:50:09,18.81,-10.49,4045.11
-36.8153,131.0051,04:50:11,18.73,-10.55,4054.29
-36.9084,130.9797,04:50:12,18.68,-10.59,4060.41
-36.9705,130.9628,04:50:13,18.63,-10.63,4066.54
-37.0325,130.9458,04:50:14,18.57,-10.67,4072.66
-37.0946,130.9288,04:50:15,18.52,-10.71,4078.79
-37.1567,130.9117,04:50:16,18.44,-10.77,4087.99
-37.2497,130.8862,04:50:17,18.39,-10.81,4094.12
-37.3118,130.8691,04:50:18,18.34,-10.85,4100.26
-37.3738,130.8520,04:50:19,18.29,-10.89,4106.39
-37.4359,130.8349,04:50:20,18.24,-10.93,4112.53
-37.4979,130.8177,04:50:22,18.16,-10.99,4121.74
-37.5910,130.7920,04:50:23,18.11,-11.03,4127.88
-37.6530,130.7748,04:50:24,18.06,-11.07,4134.03
-37.7151,130.7576,04:50:25,18.01,-11.11,4140.17
-37.7771,130.7403,04:50:26,17.96,-11.15,4146.32
-37.8391,130.7231,04:50:27,17.88,-11.22,4155.55
-37.9322,130.6971,04:50:28,17.83,-11.25,4161.69
-37.9942,130.6798,04:50:29,17.78,-11.29,4167.84
-38.0562,130.6625,04:50:30,17.73,-11.33,4174.00
-38.1182,130.6451,04:50:31,17.68,-11.37,4180.15
-38.1802,130.6278,04:50:32,17.63,-11.43,4189.39
-38.2733,130.6016,04:50:34,17.56,-11.47,4195.55
-38.3353,130.5842,04:50:35,17.51,-11.51,4201.71
-38.3973,130.5668,04:50:36,17.46,-11.55,4207.87
-38.4593,130.5493,04:50:37,17.41,-11.59,4214.03
-38.5213,130.5318,04:50:38,17.36,-11.63,4223.29
-38.6143,130.5055,04:50:39,17.29,-11.69,4229.45
-38.6763,130.4879,04:50:40,17.24,-11.73,4235.61
-38.7383,130.4703,04:50:41,17.19,-11.77,4241.78
-38.8003,130.4527,04:50:42,17.14,-11.81,4247.95
-38.8623,130.4351,04:50:43,17.10,-11.85,4257.21
-38.9552,130.4086,04:50:45,17.02,-11.91,4263.39
-39.0172,130.3909,04:50:46,16.98,-11.95,4269.56
-39.0792,130.3732,04:50:47,16.93,-11.99,4275.74
-39.1412,130.3555,04:50:48,16.88,-12.03,4281.92
-39.2031,130.3377,04:50:49,16.83,-12.07,4288.10
-39.2961,130.3110,04:50:50,16.76,-12.13,4297.37
-39.3581,130.2932,04:50:51,16.72,-12.17,4303.55
-39.4200,130.2754,04:50:52,16.67,-12.21,4309.73
-39.4820,130.2575,04:50:53,16.62,-12.25,4315.92
-39.5440,130.2396,04:50:54,16.57,-12.29,4322.10
-39.6059,130.2217,04:50:56,16.50,-12.35,4331.39
-39.6988,130.1948,04:50:57,16.46,-12.39,4337.57
-39.7608,130.1768,04:50:58,16.41,-12.43,4343.76
-39.8227,130.1588,04:50:59,16.37,-12.47,4349.96
-39.8847,130.1407,04:51:00,16.32,-12.50,4356.15
-39.9776,130.1137,04:51:01,16.25,-12.56,4365.44
-40.0395,130.0956,04:51:02,16.21,-12.60,4371.63
-40.1015,130.0775,04:51:03,16.16,-12.64,4377.83
-40.1634,130.0593,04:51:04,16.11,-12.68,4384.03
-40.2253,130.0412,04:51:05,16.07,-12.72,4390.23
-40.2873,130.0230,04:51:07,16.00,-12.78,4399.53
-40.3801,129.9956,04:51:08,15.96,-12.82,4405.73
-40.4421,129.9774,04:51:09,15.91,-12.86,4411.93
-40.5040,129.9591,04:51:10,15.85,-12.89,4417.47
-40.5659,129.9408,04:51:11,15.81,-12.93,4423.68
-40.6278,129.9225,04:51:12,15.74,-12.99,4432.99
-40.7207,129.8949,04:51:13,15.70,-13.03,4439.19
-40.7826,129.8765,04:51:14,15.65,-13.07,4445.40
-40.8445,129.8581,04:51:15,15.61,-13.11,4451.61
-40.9064,129.8397,04:51:16,15.56,-13.15,4457.82
-40.9683,129.8212,04:51:17,15.50,-13.21,4467.14
-41.0611,129.7934,04:51:19,15.45,-13.25,4473.35
-41.1230,129.7749,04:51:20,15.41,-13.28,4479.56
-41.1849,129.7563,04:51:21,15.37,-13.32,4485.78
-41.2468,129.7377,04:51:22,15.32,-13.36,4491.99
-41.3087,129.7191,04:51:23,15.26,-13.42,4501.32
-41.4015,129.6911,04:51:24,15.22,-13.46,4507.53
-41.4634,129.6724,04:51:25,15.17,-13.50,4513.75
-41.5252,129.6537,04:51:26,15.13,-13.54,4519.97
-41.5871,129.6349,04:51:27,15.09,-13.58,4526.19
-41.6490,129.6162,04:51:28,15.04,-13.64,4535.53
-41.7418,129.5879,04:51:30,14.98,-13.67,4541.74
-41.8036,129.5691,04:51:31,14.94,-13.71,4547.97
-41.8655,129.5502,04:51:32,14.89,-13.75,4554.19
-41.9273,129.5313,04:51:33,14.85,-13.79,4560.41
-41.9892,129.5124,04:51:34,14.81,-13.85,4569.76
-42.0819,129.4840,04:51:35,14.75,-13.89,4575.98
-42.1438,129.4650,04:51:36,14.70,-13.93,4582.20
-42.2056,129.4459,04:51:37,14.66,-13.97,4588.43
-42.2675,129.4269,04:51:38,14.62,-14.00,4594.66
-42.3293,129.4078,04:51:39,14.58,-14.04,4600.89
-42.4220,129.3791,04:51:41,14.52,-14.10,4610.23
-42.4839,129.3599,04:51:42,14.47,-14.14,4616.46
-42.5457,129.3407,04:51:43,14.43,-14.18,4622.69
-42.6075,129.3215,04:51:44,14.39,-14.22,4628.93
-42.6693,129.3023,04:51:45,14.35,-14.26,4635.16
-42.7311,129.2830,04:51:46,14.29,-14.31,4644.51
-42.8239,129.2540,04:51:47,14.25,-14.35,4650.74
-42.8857,129.2347,04:51:48,14.21,-14.39,4656.98
-42.9475,129.2153,04:51:49,14.17,-14.43,4663.21
-43.0093,129.1959,04:51:50,14.13,-14.47,4669.45
-43.0711,129.1764,04:51:52,14.07,-14.53,4678.80
-43.1638,129.1472,04:51:53,14.03,-14.56,4685.04
-43.2255,129.1277,04:51:54,13.99,-14.60,4691.28
-43.2873,129.1081,04:51:55,13.94,-14.64,4697.52
-43.3491,129.0885,04:51:56,13.90,-14.68,4703.76
-43.4109,129.0689,04:51:57,13.84,-14.74,4713.12
-43.5036,129.0394,04:51:58,13.80,-14.78,4719.36
-43.5653,129.0198,04:51:59,13.77,-14.81,4725.60
-43.6271,129.0000,04:52:00,13.73,-14.85,4731.84
-43.6889,128.9803,04:52:01,13.69,-14.89,4738.08
-43.7506,128.9605,04:52:03,13.63,-14.95,4747.44
-43.8433,128.9307,04:52:04,13.59,-14.99,4753.69
-43.9050,128.9109,04:52:05,13.55,-15.03,4759.93
-43.9668,128.8910,04:52:06,13.51,-15.06,4766.17
-44.0285,128.8710,04:52:07,13.47,-15.10,4772.42
-44.0903,128.8511,04:52:08,13.41,-15.16,4781.78
-44.1829,128.8211,04:52:09,13.37,-15.20,4788.03
-44.2446,128.8010,04:52:10,13.33,-15.24,4794.27
-44.3064,128.7809,04:52:11,13.30,-15.27,4800.52
-44.3681,128.7608,04:52:12,13.26,-15.31,4806.77
-44.4298,128.7407,04:52:13,13.22,-15.37,4816.15
-44.5224,128.7104,04:52:15,13.16,-15.41,4822.38
-44.5841,128.6902,04:52:16,13.12,-15.45,4828.63
-44.6458,128.6699,04:52:17,13.08,-15.48,4834.88
-44.7076,128.6496,04:52:18,13.05,-15.52,4841.13
-44.7693,128.6293,04:52:19,13.01,-15.58,4850.51
-44.8618,128.5987,04:52:20,12.95,-15.62,4856.75
-44.9235,128.5783,04:52:21,12.91,-15.66,4863.00
-44.9852,128.5578,04:52:22,12.88,-15.69,4869.25
-45.0469,128.5373,04:52:23,12.84,-15.73,4875.50
-45.1086,128.5168,04:52:24,12.80,-15.79,4884.88
-45.2011,128.4860,04:52:26,12.75,-15.83,4891.13
-45.2628,128.4653,04:52:27,12.71,-15.86,4897.38
-45.3245,128.4447,04:52:28,12.67,-15.90,4903.63
-45.3862,128.4240,04:52:29,12.63,-15.94,4909.88
-45.4479,128.4033,04:52:30,12.60,-15.98,4919.26
-45.5404,128.3721,04:52:31,12.54,-16.04,4925.51
-45.6020,128.3513,04:52:32,12.50,-16.07,4931.76
-45.6637,128.3305,04:52:33,12.47,-16.11,4938.02
-45.7254,128.3096,04:52:34,12.43,-16.15,4944.27
-45.7870,128.2887,04:52:35,12.39,-16.19,4953.65
-45.8795,128.2572,04:52:37,12.34,-16.24,4959.90
-45.9411,128.2362,04:52:38,12.30,-16.28,4966.15
-46.0028,128.2152,04:52:39,12.27,-16.32,4972.41
-46.0644,128.1941,04:52:40,12.23,-16.36,4978.66
-46.1260,128.1730,04:52:41,12.19,-16.40,4988.04
-46.2185,128.1412,04:52:42,12.14,-16.45,4994.30
-46.2801,128.1200,04:52:43,12.10,-16.49,5000.55
-46.3417,128.0987,04:52:44,12.07,-16.53,5006.80
-46.4034,128.0774,04:52:45,12.03,-16.57,5013.06
-46.4650,128.0561,04:52:46,12.00,-16.60,5019.31
-46.5574,128.0240,04:52:48,11.94,-16.66,5028.69
-46.6190,128.0026,04:52:49,11.91,-16.70,5034.95
-46.6806,127.9811,04:52:50,11.87,-16.74,5041.20
-46.7422,127.9596,04:52:51,11.84,-16.77,5047.46
-46.8038,127.9381,04:52:52,11.80,-16.81,5053.71
-46.8962,127.9057,04:52:53,11.75,-16.87,5063.10
-46.9578,127.8840,04:52:54,11.72,-16.90,5069.35
-47.0194,127.8623,04:52:55,11.68,-16.94,5075.61
-47.0809,127.8406,04:52:56,11.65,-16.98,5081.86
-47.1425,127.8189,04:52:57,11.61,-17.02,5088.12
-47.2041,127.7970,04:52:59,11.56,-17.07,5097.50
-47.2964,127.7643,04:53:00,11.52,-17.11,5103.75
-47.3580,127.7423,04:53:01,11.49,-17.15,5110.01
-47.4196,127.7204,04:53:02,11.45,-17.19,5116.26
-47.4811,127.6984,04:53:03,11.42,-17.22,5122.52
-47.5427,127.6764,04:53:04,11.37,-17.28,5131.90
-47.6350,127.6432,04:53:05,11.33,-17.32,5138.16
-47.6965,127.6211,04:53:06,11.30,-17.36,5144.41
-47.7581,127.5989,04:53:07,11.27,-17.39,5150.67
-47.8196,127.5767,04:53:08,11.23,-17.43,5156.92
-47.8811,127.5544,04:53:09,11.20,-17.49,5166.30
-47.9734,127.5210,04:53:11,11.15,-17.52,5172.56
-48.0349,127.4986,04:53:12,11.11,-17.56,5178.81
-48.0965,127.4762,04:53:13,11.08,-17.60,5185.07
-48.1580,127.4537,04:53:14,11.05,-17.64,5191.32
-48.2195,127.4312,04:53:15,11.01,-17.69,5200.70
-48.3117,127.3974,04:53:16,10.96,-17.73,5206.96
-48.3732,127.3747,04:53:17,10.93,-17.77,5213.21
-48.4347,127.3521,04:53:18,10.90,-17.80,5219.47
-48.4962,127.3294,04:53:19,10.86,-17.84,5225.72
-48.5577,127.3066,04:53:20,10.83,-17.88,5235.10
-48.6499,127.2724,04:53:22,10.78,-17.94,5241.35
-48.7114,127.2496,04:53:23,10.75,-17.97,5247.61
-48.7729,127.2267,04:53:24,10.71,-18.01,5253.86
-48.8344,127.2037,04:53:25,10.68,-18.05,5260.11
-48.8958,127.1807,04:53:26,10.65,-18.08,5269.49
-48.9880,127.1461,04:53:27,10.60,-18.14,5275.74
-49.0495,127.1230,04:53:28,10.57,-18.18,5281.99
-49.1109,127.0999,04:53:29,10.53,-18.21,5288.25
-49.1724,127.0767,04:53:30,10.50,-18.25,5294.50
-49.2338,127.0534,04:53:31,10.47,-18.29,5300.75
-49.3260,127.0184,04:53:33,10.42,-18.34,5310.13
-49.3874,126.9951,04:53:34,10.39,-18.38,5316.38
-49.4488,126.9717,04:53:35,10.36,-18.42,5322.63
-49.5103,126.9482,04:53:36,10.32,-18.46,5328.88
-49.5717,126.9247,04:53:37,10.29,-18.49,5335.13
-49.6638,126.8893,04:53:38,10.24,-18.55,5344.50
-49.7252,126.8657,04:53:39,10.21,-18.59,5350.75
-49.7866,126.8420,04:53:40,10.18,-18.62,5357.00
-49.8480,126.8183,04:53:41,10.15,-18.66,5363.25
-49.9094,126.7945,04:53:42,10.12,-18.70,5369.50
-49.9708,126.7706,04:53:44,10.07,-18.75,5378.87
-50.0629,126.7348,04:53:45,10.04,-18.79,5385.12
-50.1243,126.7108,04:53:46,10.01,-18.83,5391.37
-50.1856,126.6868,04:53:47,9.98,-18.86,5397.61
-50.2470,126.6628,04:53:48,9.94,-18.90,5403.86
-50.3084,126.6386,04:53:49,9.90,-18.96,5413.23
-50.4004,126.6024,04:53:50,9.87,-18.99,5419.48
-50.4618,126.5781,04:53:51,9.84,-19.03,5425.72
-50.5231,126.5539,04:53:52,9.80,-19.07,5431.97
-50.5845,126.5295,04:53:53,9.77,-19.10,5438.21
-50.6458,126.5051,04:53:54,9.74,-19.16,5447.58
-50.7378,126.4684,04:53:56,9.70,-19.20,5453.82
-50.7992,126.4439,04:53:57,9.67,-19.23,5460.07
-50.8605,126.4193,04:53:58,9.63,-19.27,5466.31
-50.9218,126.3947,04:53:59,9.60,-19.31,5472.55
-50.9832,126.3700,04:54:00,9.57,-19.34,5481.92
-51.0751,126.3329,04:54:01,9.53,-19.40,5488.16
-51.1364,126.3080,04:54:02,9.50,-19.44,5494.40
-51.1977,126.2832,04:54:03,9.47,-19.47,5500.64
-51.2590,126.2582,04:54:04,9.44,-19.51,5506.88
-51.3203,126.2332,04:54:05,9.41,-19.55,5513.12
-51.4123,126.1956,04:54:07,9.36,-19.60,5522.48
-51.4735,126.1705,04:54:08,9.33,-19.64,5528.72
-51.5348,126.1453,04:54:09,9.30,-19.68,5534.96
-51.5961,126.1201,04:54:10,9.27,-19.71,5541.20
-51.6574,126.0948,04:54:11,9.24,-19.75,5547.43
-51.7186,126.0694,04:54:12,9.20,-19.80,5556.79
-51.8105,126.0313,04:54:13,9.17,-19.84,5563.03
-51.8718,126.0058,04:54:14,9.14,-19.88,5569.26
-51.9330,125.9803,04:54:15,9.11,-19.91,5575.50
-51.9943,125.9546,04:54:16,9.08,-19.95,5581.73
-52.0555,125.9290,04:54:18,9.03,-20.01,5591.08
-52.1473,125.8904,04:54:19,9.00,-20.04,5597.32
-52.2086,125.8645,04:54:20,8.97,-20.08,5603.55
-52.2698,125.8387,04:54:21,8.94,-20.12,5609.78
-52.3310,125.8127,04:54:22,8.92,-20.15,5616.02
-52.3922,125.7867,04:54:23,8.87,-20.21,5625.36
-52.4840,125.7476,04:54:24,8.84,-20.24,5631.59
-52.5452,125.7215,04:54:25,8.81,-20.28,5637.82
-52.6064,125.6953,04:54:26,8.78,-20.32,5644.05
-52.6676,125.6690,04:54:27,8.76,-20.35,5650.28
-52.7288,125.6427,04:54:28,8.71,-20.41,5659.62
-52.8205,125.6030,04:54:30,8.68,-20.45,5665.85
-52.8817,125.5765,04:54:31,8.65,-20.48,5672.08
-52.9429,125.5500,04:54:32,8.63,-20.52,5678.31
-53.0040,125.5234,04:54:33,8.60,-20.56,5684.53
-53.0652,125.4967,04:54:34,8.57,-20.61,5693.87
-53.1569,125.4566,04:54:35,8.53,-20.65,5700.09
-53.2180,125.4297,04:54:36,8.50,-20.68,5706.32
-53.2792,125.4028,04:54:37,8.47,-20.72,5712.54
-53.3403,125.3759,04:54:38,8.44,-20.76,5718.76
-53.4014,125.3488,04:54:39,8.41,-20.79,5728.10
-53.4931,125.3082,04:54:41,8.37,-20.85,5734.32
-53.5542,125.2810,04:54:42,8.34,-20.88,5740.54
-53.6153,125.2537,04:54:43,8.31,-20.92,5746.76
-53.6764,125.2264,04:54:44,8.28,-20.96,5752.98
-53.7375,125.1990,04:54:45,8.26,-20.99,5759.19
-53.8292,125.1578,04:54:46,8.21,-21.05,5768.52
-53.8903,125.1302,04:54:47,8.19,-21.08,5774.74
-53.9513,125.1026,04:54:48,8.16,-21.12,5780.95
-54.0124,125.0749,04:54:49,8.13,-21.16,5787.17
-54.0735,125.0471,04:54:50,8.10,-21.19,5793.38
-54.1345,125.0193,04:54:52,8.06,-21.25,5802.71
-54.2261,124.9774,04:54:53,8.03,-21.28,5808.92
-54.2872,124.9494,04:54:54,8.01,-21.32,5815.13
-54.3482,124.9213,04:54:55,7.98,-21.36,5821.34
-54.4092,124.8931,04:54:56,7.95,-21.39,5827.55
-54.4703,124.8649,04:54:57,7.91,-21.45,5836.87
-54.5618,124.8224,04:54:58,7.88,-21.48,5843.08
-54.6228,124.7940,04:54:59,7.86,-21.52,5849.28
-54.6838,124.7655,04:55:00,7.83,-21.56,5855.49
-54.7448,124.7370,04:55:01,7.80,-21.59,5861.70
-54.8058,124.7084,04:55:02,7.77,-21.65,5871.01
-54.8973,124.6653,04:55:04,7.73,-21.68,5877.21
-54.9583,124.6365,04:55:05,7.71,-21.72,5883.42
-55.0193,124.6076,04:55:06,7.68,-21.76,5889.62
-55.0802,124.5786,04:55:07,7.65,-21.79,5895.82
-55.1412,124.5496,04:55:08,7.62,-21.85,5905.12
-55.2326,124.5059,04:55:09,7.58,-21.88,5911.33
-55.2936,124.4767,04:55:10,7.56,-21.92,5917.53
-55.3545,124.4474,04:55:11,7.53,-21.96,5923.72
-55.4155,124.4180,04:55:12,7.50,-21.99,5929.92
-55.4764,124.3886,04:55:13,7.48,-22.03,5939.22
-55.5678,124.3442,04:55:15,7.44,-22.08,5945.41
-55.6287,124.3146,04:55:16,7.41,-22.12,5951.61
-55.6896,124.2849,04:55:17,7.38,-22.15,5957.80
-55.7505,124.2550,04:55:18,7.36,-22.19,5964.00
-55.8114,124.2252,04:55:19,7.33,-22.23,5973.29
-55.9028,124.1802,04:55:20,7.29,-22.28,5979.48
-55.9636,124.1501,04:55:21,7.27,-22.32,5985.67
-56.0245,124.1199,04:55:22,7.24,-22.35,5991.86
-56.0854,124.0897,04:55:23,7.21,-22.39,5998.05
-56.1462,124.0593,04:55:24,7.19,-22.43,6004.24
-56.2375,124.0137,04:55:26,7.15,-22.48,6013.52
-56.2984,123.9831,04:55:27,7.12,-22.52,6019.71
-56.3592,123.9525,04:55:28,7.10,-22.55,6025.89
-56.4200,123.9218,04:55:29,7.07,-22.59,6032.07
-56.4809,123.8910,04:55:30,7.04,-22.62,6038.26
-56.5417,123.8601,04:55:31,7.01,-22.68,6047.53
-56.6329,123.8136,04:55:32,6.98,-22.71,6053.71
-56.6937,123.7825,04:55:33,6.95,-22.75,6059.89
-56.7545,123.7514,04:55:34,6.93,-22.79,6066.07
-56.8153,123.7201,04:55:35,6.90,-22.82,6072.25
-56.8761,123.6887,04:55:36,6.86,-22.88,6081.52
-56.9673,123.6415,04:55:38,6.84,-22.91,6087.69
-57.0280,123.6100,04:55:39,6.81,-22.95,6093.87
-57.0888,123.5783,04:55:40,6.79,-22.98,6100.04
-57.1495,123.5465,04:55:41,6.76,-23.02,6106.22
-57.2103,123.5147,04:55:42,6.72,-23.07,6115.51
-57.3014,123.4667,04:55:43,6.70,-23.11,6121.65
-57.3621,123.4347,04:55:44,6.67,-23.15,6127.82
-57.4228,123.4025,04:55:45,6.65,-23.18,6133.99
-57.4835,123.3702,04:55:46,6.62,-23.22,6140.16
-57.5443,123.3379,04:55:47,6.60,-23.27,6149.41
-57.6353,123.2892,04:55:49,6.56,-23.31,6155.57
-57.6960,123.2566,04:55:50,6.54,-23.34,6161.74
-57.7567,123.2239,04:55:51,6.51,-23.38,6167.90
-57.8174,123.1911,04:55:52,6.49,-23.41,6174.06
-57.8780,123.1583,04:55:53,6.46,-23.45,6183.31
-57.9690,123.1088,04:55:54,6.42,-23.50,6189.47
-58.0297,123.0756,04:55:55,6.40,-23.54,6195.63
-58.0903,123.0424,04:55:56,6.37,-23.58,6201.78
-58.1509,123.0091,04:55:57,6.35,-23.61,6207.94
-58.2116,122.9757,04:55:58,6.33,-23.65,6214.10
-58.3025,122.9254,04:56:00,6.29,-23.70,6223.33
-58.3631,122.8917,04:56:01,6.26,-23.74,6229.49
-58.4237,122.8580,04:56:02,6.24,-23.77,6235.64
-58.4843,122.8241,04:56:03,6.21,-23.81,6241.79
-58.5449,122.7901,04:56:04,6.19,-23.84,6247.94
-58.6054,122.7561,04:56:05,6.15,-23.90,6257.17
-58.6963,122.7048,04:56:06,6.13,-23.93,6263.31
-58.7569,122.6704,04:56:07,6.11,-23.97,6269.46
-58.8174,122.6360,04:56:08,6.08,-24.01,6275.61
-58.8779,122.6015,04:56:09,6.06,-24.04,6281.75
-58.9385,122.5668,04:56:10,6.02,-24.10,6290.97
-59.0293,122.5146,04:56:12,6.00,-24.13,6297.11
-59.0898,122.4797,04:56:13,5.97,-24.17,6303.25
-59.1503,122.4447,04:56:14,5.95,-24.20,6309.39
-59.2108,122.4096,04:56:15,5.92,-24.24,6315.53
-59.2713,122.3743,04:56:16,5.90,-24.29,6324.74
-59.3620,122.3213,04:56:17,5.86,-24.33,6330.87
-59.4225,122.2857,04:56:18,5.84,-24.36,6337.01
-59.4829,122.2501,04:56:19,5.82,-24.40,6343.14
-59.5434,122.2144,04:56:20,5.79,-24.43,6352.34
-59.6340,122.1605,04:56:22,5.76,-24.49,6358.47
-59.6945,122.1245,04:56:23,5.73,-24.52,6364.60
-59.7549,122.0884,04:56:24,5.71,-24.56,6370.73
-59.8153,122.0521,04:56:25,5.69,-24.59,6379.93
-59.9059,121.9975,04:56:26,5.65,-24.65,6386.05
-59.9663,121.9610,04:56:27,5.63,-24.68,6392.18
-60.0267,121.9243,04:56:28,5.60,-24.72,6398.30
-60.0870,121.8875,04:56:29,5.58,-24.75,6404.42
-60.1474,121.8506,04:56:30,5.56,-24.79,6413.61
-60.2379,121.7950,04:56:32,5.52,-24.84,6419.73
-60.2983,121.7578,04:56:33,5.50,-24.88,6425.85
-60.3586,121.7205,04:56:34,5.48,-24.91,6431.96
-60.4189,121.6831,04:56:35,5.45,-24.95,6438.08
-60.4793,121.6455,04:56:36,5.42,-25.00,6447.25
-60.5697,121.5889,04:56:37,5.39,-25.04,6453.37
-60.6300,121.5510,04:56:38,5.37,-25.07,6459.48
-60.6903,121.5130,04:56:39,5.35,-25.11,6465.59
-60.7506,121.4749,04:56:40,5.32,-25.15,6471.70
-60.8108,121.4366,04:56:41,5.29,-25.20,6480.86
-60.9012,121.3790,04:56:43,5.27,-25.23,6486.97
-60.9614,121.3404,04:56:44,5.24,-25.27,6493.08
-61.0217,121.3017,04:56:45,5.22,-25.31,6499.18
-61.0819,121.2628,04:56:46,5.20,-25.34,6505.28
-61.1421,121.2238,04:56:47,5.18,-25.39,6514.44
-61.2324,121.1651,04:56:48,5.14,-25.43,6520.54
-61.2926,121.1258,04:56:49,5.12,-25.47,6526.64
-61.3528,121.0864,04:56:50,5.10,-25.50,6532.74
-61.4129,121.0468,04:56:51,5.07,-25.54,6538.83
-61.4731,121.0071,04:56:52,5.05,-25.57,6547.97
-61.5633,120.9472,04:56:54,5.02,-25.63,6554.07
-61.6234,120.9072,04:56:55,4.99,-25.66,6560.16
-61.6836,120.8670,04:56:56,4.97,-25.70,6566.25
-61.7437,120.8266,04:56:57,4.95,-25.73,6572.34
-61.8038,120.7861,04:56:58,4.93,-25.77,6578.43
-61.8939,120.7252,04:56:59,4.89,-25.82,6587.56
-61.9540,120.6843,04:57:00,4.87,-25.86,6593.65
-62.0140,120.6433,04:57:01,4.85,-25.89,6599.73
-62.0741,120.6022,04:57:02,4.83,-25.93,6605.81
-62.1341,120.5609,04:57:03,4.80,-25.96,6611.90
-62.1942,120.5195,04:57:05,4.77,-26.01,6621.02
-62.2842,120.4571,04:57:06,4.75,-26.05,6627.10
-62.3442,120.4153,04:57:07,4.73,-26.09,6633.17
-62.4042,120.3734,04:57:08,4.70,-26.12,6639.25
-62.4642,120.3313,04:57:09,4.68,-26.16,6645.32
-62.5242,120.2890,04:57:10,4.65,-26.21,6654.43
-62.6141,120.2254,04:57:11,4.63,-26.24,6660.50
-62.6740,120.1827,04:57:12,4.61,-26.28,6666.57
-62.7340,120.1400,04:57:13,4.58,-26.31,6672.64
-62.7939,120.0970,04:57:14,4.56,-26.35,6678.71
-62.8538,120.0539,04:57:15,4.54,-26.39,6687.81
