N	pi_value
2497000	3.1392422907488986
2498000	3.1392522017614093
2499000	3.139263705482193
2500000	3.1392656
2501000	3.139297880847661
2502000	3.1393157474020783
2503000	3.1393144226927685
2504000	3.1393162939297126
2505000	3.1393245508982037
2506000	3.139361532322426
2507000	3.139366573593937
2508000	3.1393668261562997
2509000	3.139362295735353
2510000	3.139354581673307
2511000	3.1393628036638788
2512000	3.139361464968153
2513000	3.139358535614803
2514000	3.139342879872713
2515000	3.1393495029821072
2516000	3.139349761526232
2517000	3.1393611442193086
2518000	3.1393518665607627
2519000	3.1393378324732035
2520000	3.139331746031746
2521000	3.1393621578738595
2522000	3.1393655828707376
2523000	3.1393642489100277
2524000	3.1393581616481776
2525000	3.139353663366337
2526000	3.1393365003958826
2527000	3.1393351800554017
2528000	3.1393275316455695
2529000	3.139281929616449
2530000	3.139283794466403
2531000	3.1393125246937967
2532000	3.1392701421800946
2533000	3.1392341097512833
2534000	3.139229676400947
2535000	3.1392173570019724
2536000	3.1392334384858045
2537000	3.1392116673236106
2538000	3.1392498029944838
2539000	3.1392674281213075
2540000	3.139272440944882
2541000	3.1392994883903973
2542000	3.139285601888277
2543000	3.1392921745969327
2544000	3.1393050314465407
2545000	3.13929115913556
2546000	3.1392647289866455
2547000	3.139301138594425
2548000	3.139302982731554
2549000	3.1392844252648096
2550000	3.139336470588235
2551000	3.139328890631125
2552000	3.1393025078369905
2553000	3.139291813552683
2554000	3.1392529365700863
2555000	3.1392814090019567
2556000	3.139258215962441
2557000	3.1392819710598356
2558000	3.1392947615324474
2559000	3.1392919109026964
2560000	3.1392765625
2561000	3.1392909019914095
2562000	3.1392833723653397
2563000	3.1392976980101444
2564000	3.1393010920436817
2565000	3.1392592592592594
2566000	3.139226812159002
2567000	3.1392146474483833
2568000	3.1392133956386292
2569000	3.1392121448034254
2570000	3.139232684824903
2571000	3.1391987553481138
2572000	3.139177293934681
2573000	3.1391993781577923
2574000	3.139193473193473
2575000	3.1392046601941748
2576000	3.1392437888198756
2577000	3.139242530073729
2578000	3.1392785104732353
2579000	3.1393284218689415
2580000	3.1393271317829456
2581000	3.139288647810926
2582000	3.1393028659953526
2583000	3.1392768099109563
2584000	3.139292569659443
2585000	3.139311411992263
2586000	3.139296210363496
2587000	3.139273289524546
2588000	3.139262751159196
2589000	3.139276940903824
2590000	3.1393065637065636
2591000	3.1393346198379004
2592000	3.139307098765432
2593000	3.1393011955264174
2594000	3.1393168851195066
2595000	3.139315606936416
2596000	3.1393127889060093
2597000	3.139325375433192
2598000	3.139317936874519
2599000	3.1393135821469795
2600000	3.1393246153846155
2601000	3.139327950788158
2602000	3.139317448116833
2603000	3.1393269304648483
2604000	3.1393410138248847
2605000	3.139373512476008
2606000	3.139424405218726
2607000	3.139426160337553
2608000	3.1394585889570554
2609000	3.1394526638558835
2610000	3.1394467432950193
2611000	3.1394745308310994
2612000	3.1394823889739665
2613000	3.1394856486796785
2614000	3.1394659525631217
2615000	3.13945086042065
2616000	3.139434250764526
2617000	3.1394359954145967
2618000	3.1394132925897633
2619000	3.1394211531118748
2620000	3.1393969465648857
2621000	3.1393895459748187
2622000	3.139356216628528
2623000	3.1393351124666413
2624000	3.1393399390243903
2625000	3.139341714285714
2626000	3.1393617669459255
2627000	3.1393498287019415
2628000	3.139330289193303
2629000	3.139329022441993
2630000	3.1393277566539926
2631000	3.1393432155074117
2632000	3.139354103343465
2633000	3.139357387011014
2634000	3.1393773728170085
2635000	3.139389753320683
2636000	3.139370257966616
2637000	3.139361395525218
2638000	3.1393586050037907
2639000	3.1393618794998104
2640000	3.1393469696969696
2641000	3.1393759939416888
2642000	3.1393504920514763
2643000	3.139335603480893
2644000	3.1393116490166415
2645000	3.1393345935727788
2646000	3.1393499622071053
2647000	3.1393698526633926
2648000	3.1393640483383685
2649000	3.139373348433371
2650000	3.139366037735849
2651000	3.139375330064127
2652000	3.1393846153846154
2653000	3.139392385978138
2654000	3.139386586284853
2655000	3.139380790960452
2656000	3.139355421686747
2657000	3.139393300715092
2658000	3.1393634311512417
2659000	3.139351635953366
2660000	3.1393744360902254
2661000	3.1393836903419765
2662000	3.1393628850488353
2663000	3.139351107773188
2664000	3.1393453453453453
2665000	3.1393305816135086
2666000	3.139338334583646
2667000	3.1393625796775404
2668000	3.1393493253373315
2669000	3.1393405769951293
2670000	3.1393468164794007
2671000	3.139315612130288
2672000	3.139311377245509
2673000	3.1392921810699588
2674000	3.1392565445026177
2675000	3.139270280373832
2676000	3.1392825112107623
2677000	3.139288756070228
2678000	3.139309932785661
2679000	3.1393206420306083
2680000	3.1393567164179106
2681000	3.1393584483401717
2682000	3.139392990305742
2683000	3.1394006708907938
2684000	3.1394113263785397
2685000	3.139429422718808
2686000	3.1394058078927776
2687000	3.1393911425381464
2688000	3.1394092261904762
2689000	3.139428783934548
2690000	3.139442379182156
2691000	3.1394188034188035
2692000	3.1394160475482913
2693000	3.139376160415893
2694000	3.139382331106162
2695000	3.139395918367347
2696000	3.1393827893175072
2697000	3.1393607712272895
2698000	3.1393328391401036
2699000	3.139356798814376
2700000	3.139371851851852
2701000	3.1393706034801925
2702000	3.1393589933382677
2703000	3.1393636699963006
2704000	3.1394008875739643
2705000	3.139404066543438
2706000	3.13939985218034
2707000	3.1393705208718137
2708000	3.1394224519940916
2709000	3.1393842746400886
2710000	3.139385977859779
2711000	3.1393581704168203
2712000	3.139358407079646
2713000	3.139391079985256
2714000	3.139382461311717
2715000	3.139345856353591
2716000	3.139343151693667
2717000	3.139344865660655
2718000	3.1393686534216334
2719000	3.139330636263332
2720000	3.1393661764705882
2721000	3.1393546490260933
2722000	3.1393607641440116
2723000	3.1393507161219243
2724000	3.139323054331865
2725000	3.139304220183486
2726000	3.1393000733675716
2727000	3.1393149981664834
2728000	3.1392961876832843
2729000	3.139306705753023
2730000	3.139301098901099
2731000	3.139304284145002
2732000	3.139332357247438
2733000	3.139309184046835
2734000	3.139325530358449
2735000	3.139343327239488
2736000	3.1393508771929826
2737000	3.1393335769090243
2738000	3.139336742147553
2739000	3.139335523913837
2740000	3.1393664233576644
2741000	3.1393608172199925
2742000	3.1393727206418673
2743000	3.1393452424352897
2744000	3.1393309037900874
2745000	3.1393486338797816
2746000	3.139332847778587
2747000	3.139341827448125
2748000	3.1393711790393013
2749000	3.1394005092761006
2750000	3.139392
2751000	3.1393689567430028
2752000	3.1393677325581395
2753000	3.139365056302216
2754000	3.139372549019608
2755000	3.1393640653357533
2756000	3.139378809869376
2757000	3.1393442147261514
2758000	3.139358955765047
2759000	3.1393838347227256
2760000	3.139395652173913
2761000	3.1394147048170953
2762000	3.1394047791455466
2763000	3.139403546869345
2764000	3.139422575976845
2765000	3.1394358047016273
2766000	3.1394403470715835
2767000	3.1394087459342246
2768000	3.1394234104046244
2769000	3.1394409534127843
2770000	3.139441155234657
2771000	3.1394485745218335
2772000	3.1394834054834053
2773000	3.139496574107465
2774000	3.139493871665465
2775000	3.1394781981981983
2776000	3.1394711815561958
2777000	3.1394728123874684
2778000	3.139411087113031
2779000	3.1393997840949983
2780000	3.1394028776978415
2781000	3.139401654081266
2782000	3.139413371675054
2783000	3.139413582464966
2784000	3.1394310344827585
2785000	3.1394269299820468
2786000	3.1394501076812635
2787000	3.1394646573376392
2788000	3.139433285509326
2789000	3.13941340982431
2790000	3.1394121863799285
2791000	3.139410963812254
2792000	3.139375358166189
2793000	3.1393770139634802
2794000	3.139361488904796
2795000	3.1393488372093024
2796000	3.1393304721030044
2797000	3.139324991061852
2798000	3.1393323802716226
2799000	3.1393226152197213
2800000	3.1393042857142857
2801000	3.139345947875759
2802000	3.1393219129193435
2803000	3.139334998216197
2804000	3.1393166904422256
2805000	3.139321212121212
2806000	3.1393314326443336
2807000	3.1393302458140364
2808000	3.1393447293447294
2809000	3.1393677465290137
2810000	3.139370818505338
2811000	3.1393781572394164
2812000	3.1393826458036984
2813000	3.1394041948098117
2814000	3.1393887704335466
2815000	3.1393804618117227
2816000	3.1393792613636364
2817000	3.1394022009229676
2818000	3.1393782824698366
2819000	3.1393728272437036
2820000	3.1393617021276596
2821000	3.1393647642679903
2822000	3.1393493975903612
2823000	3.139375132837407
2824000	3.139383852691218
2825000	3.1393826548672568
2826000	3.139388535031847
2827000	3.139402900601344
2828000	3.1393903818953324
2829000	3.139400494874514
2830000	3.1393823321554772
2831000	3.1393938537619217
2832000	3.1393870056497177
2833000	3.139388633956936
2834000	3.1393930839802398
2835000	3.13941164021164
2836000	3.1394019746121296
2837000	3.1394176947479733
2838000	3.1394348132487666
2839000	3.1394434660091584
2840000	3.139449295774648
2841000	3.1394706089405138
2842000	3.1395130190007037
2843000	3.1394808301090396
2844000	3.1394852320675106
2845000	3.139517750439367
2846000	3.1395137034434293
2847000	3.139540569020021
2848000	3.1395351123595505
2849000	3.1395366795366795
2850000	3.1395382456140353
2851000	3.1395327955103474
2852000	3.1395287517531556
2853000	3.13954013319313
2854000	3.139537491240364
2855000	3.139540455341506
2856000	3.139515406162465
2857000	3.139521176058803
2858000	3.139519944016795
2859000	3.1395257082896117
2860000	3.139511888111888
2861000	3.139507864383083
2862000	3.139487071977638
2863000	3.139523576667831
2864000	3.139532122905028
2865000	3.139533682373473
2866000	3.1395017445917657
2867000	3.139483780955703
2868000	3.139503486750349
2869000	3.1395259672359708
2870000	3.139520557491289
2871000	3.139504005572971
2872000	3.139516713091922
2873000	3.1395280194918205
2874000	3.139525400139179
2875000	3.1395464347826088
2876000	3.139567454798331
2877000	3.139568995481404
2878000	3.1395886031966644
2879000	3.1395859673497744
2880000	3.1395916666666666
2881000	3.1395904199930578
2882000	3.1396058292852187
2883000	3.139579604578564
2884000	3.1396019417475727
2885000	3.139620103986135
2886000	3.1396202356202356
2887000	3.1396439210252858
2888000	3.139650969529086
2889000	3.1396413984077536
2890000	3.1396442906574396
2891000	3.1396444136976824
2892000	3.139647302904564
2893000	3.139651572761839
2894000	3.1396489288182448
2895000	3.139683592400691
2896000	3.139703038674033
2897000	3.1397155678287882
2898000	3.139729468599034
2899000	3.1397350810624354
2900000	3.139744827586207
2901000	3.139743536711479
2902000	3.1397711922811853
2903000	3.13976851532897
2904000	3.139772727272727
2905000	3.139741135972461
2906000	3.139767377838954
2907000	3.1397605779153768
2908000	3.139748280605227
2909000	3.1397552423513235
2910000	3.139752577319588
2911000	3.1397897629680522
2912000	3.1397857142857144
2913000	3.139787161002403
2914000	3.139785861358957
2915000	3.139805145797599
2916000	3.139777777777778
2917000	3.1397613986972916
2918000	3.13973406442769
2919000	3.1397478588557726
2920000	3.1397260273972605
2921000	3.139728859979459
2922000	3.1397138945927447
2923000	3.1397098871022924
2924000	3.1396935704514366
2925000	3.13968
2926000	3.1396732740943265
2927000	3.13968295182781
2928000	3.1396912568306012
2929000	3.1396722430863777
2930000	3.139666894197952
2931000	3.1396751961787785
2932000	3.1396657571623465
2933000	3.139674053869758
2934000	3.1396618950238584
2935000	3.1396592844974447
2936000	3.1396607629427793
2937000	3.1396840313244807
2938000	3.13969094622192
2939000	3.139720993535216
2940000	3.1397074829931975
2941000	3.1397007820469227
2942000	3.139715839564922
2943000	3.1397037037037037
2944000	3.139703804347826
2945000	3.1397215619694396
2946000	3.1397257298031227
2947000	3.1397176789955887
2948000	3.1396947082767976
2949000	3.1397015937605968
2950000	3.1397016949152543
2951000	3.1396760420196546
2952000	3.1397154471544715
2953000	3.1397453437182525
2954000	3.13973730534868
2955000	3.1397143824027074
2956000	3.139707713125846
2957000	3.1397037538045316
2958000	3.139688979039892
2959000	3.1396755660696183
2960000	3.139645945945946
2961000	3.139660925363053
2962000	3.1396299797434164
2963000	3.1396301046236923
2964000	3.139632928475034
2965000	3.1396182124789207
2966000	3.139625084288604
2967000	3.1396400404448936
2968000	3.1396415094339623
2969000	3.139601212529471
2970000	3.1396013468013466
2971000	3.139606866374958
2972000	3.1395652759084793
2973000	3.1395681130171544
2974000	3.1395480833893745
2975000	3.1395388235294117
2976000	3.13955376344086
2977000	3.1395471951629155
2978000	3.139566151779718
2979000	3.139574353810003
2980000	3.1395973154362418
2981000	3.139581348540758
2982000	3.139549295774648
2983000	3.1395521287294668
2984000	3.1395495978552277
2985000	3.1395644891122276
2986000	3.139561955793704
2987000	3.1395580850351523
2988000	3.1395649263721555
2989000	3.139579792572767
2990000	3.139579933110368
2991000	3.139582748244734
2992000	3.139601604278075
2993000	3.1395910457734715
2994000	3.1396032064128256
2995000	3.1396126878130217
2996000	3.139599465954606
2997000	3.1395942609275944
2998000	3.1396144096064043
2999000	3.1396012004001332
3000000	3.139604
3001000	3.139596134621793
3002000	3.1396002664890075
3003000	3.1396070596070595
3004000	3.1395978695073237
3005000	3.1396113144758737
3006000	3.139595475715236
3007000	3.139563684735617
3008000	3.1395837765957446
3009000	3.1395799268860087
3010000	3.1395707641196013
3011000	3.1395217535702424
3012000	3.1395258964143427
3013000	3.1395366744108864
3014000	3.139516921035169
3015000	3.1395396351575457
3016000	3.139553050397878
3017000	3.139547895260192
3018000	3.139538767395626
3019000	3.1395654190129183
3020000	3.139590728476821
3021000	3.139593512082092
3022000	3.1395909993381865
3023000	3.1395884882566985
3024000	3.139599206349206
3025000	3.1395847933884298
3026000	3.139600793126239
3027000	3.1395784605219688
3028000	3.139560105680317
3029000	3.139543083525916
3030000	3.1395273927392737
3031000	3.1395183107885187
3032000	3.1395263852242743
3033000	3.1395370919881307
3034000	3.1395530652603822
3035000	3.1395677100494233
3036000	3.1395507246376813
3037000	3.1395442871254526
3038000	3.13958788676761
3039000	3.139566962816716
3040000	3.1395736842105264
3041000	3.1395422558368957
3042000	3.1395042735042735
3043000	3.1394978639500493
3044000	3.1394809461235216
3045000	3.139479802955665
3046000	3.139468154957321
3047000	3.139498523137512
3048000	3.139528871391076
3049000	3.1395487044932766
3050000	3.1395973770491805
3051000	3.1396355293346443
3052000	3.1396395806028834
3053000	3.1396698329511956
3054000	3.139667321545514
3055000	3.139663502454992
3056000	3.1396701570680627
3057000	3.139701668302257
3058000	3.1397200784826684
3059000	3.139726708074534
3060000	3.1397202614379083
3061000	3.1397138190133944
3062000	3.139708687132593
3063000	3.1397349004244206
3064000	3.1397284595300263
3065000	3.139715497553018
3066000	3.139682974559687
3067000	3.139696119986958
3068000	3.1396988265971317
3069000	3.139706744868035
3070000	3.139725081433225
3071000	3.1397290784760665
3072000	3.1397565104166665
3073000	3.139765701269118
3074000	3.139782693558881
3075000	3.139797073170732
3076000	3.1397932379713915
3077000	3.1397868053298668
3078000	3.1397881741390514
3079000	3.1397778499512827
3080000	3.139781818181818
3081000	3.1397818889970788
3082000	3.1398066190785205
3083000	3.139827440804411
3084000	3.1398482490272372
3085000	3.1398560777957862
3086000	3.139866493843163
3087000	3.1398691286038223
3088000	3.139865284974093
3089000	3.139880867594691
3090000	3.1398809061488673
3091000	3.1398861209964415
3092000	3.139897800776197
3093000	3.1399288716456515
3094000	3.1399353587588883
3095000	3.139927625201939
3096000	3.13990826873385
3097000	3.1398695511785597
3098000	3.1398773402194964
3099000	3.1398773797999353
3100000	3.1399058064516128
3101000	3.139913576265721
3102000	3.1399174725983237
3103000	3.139899452143087
3104000	3.1399368556701033
3105000	3.1399227053140097
3106000	3.139927881519639
3107000	3.1399214676536853
3108000	3.139936936936937
3109000	3.1399228047603733
3110000	3.139944694533762
3111000	3.1399794278367086
3112000	3.1399717223650385
3113000	3.1399730163829105
3114000	3.1399601798330123
3115000	3.139943499197432
3116000	3.1399268292682927
3117000	3.13990760346487
3118000	3.1399371391917894
3119000	3.1399410067329274
3120000	3.1399166666666667
3121000	3.1399064402435117
3122000	3.139907751441384
3123000	3.1399026577009286
3124000	3.1399244558258643
3125000	3.13990784
3126000	3.139918106206014
3127000	3.139910457307323
3128000	3.1399143222506396
3129000	3.139937360178971
3130000	3.139932268370607
3131000	3.1399578409453848
3132000	3.139970625798212
3133000	3.1399502074688797
3134000	3.1399157626037013
3135000	3.1398813397129186
3136000	3.139859693877551
3137000	3.1398724896397834
3138000	3.139868706182282
3139000	3.1398534565148135
3140000	3.1398535031847135
3141000	3.139867558102515
3142000	3.13986887332909
3143000	3.1398561883550746
3144000	3.139846055979644
3145000	3.139842289348172
3146000	3.1398626827717737
3147000	3.139880521131236
3148000	3.1398500635324016
3149000	3.1398475706573516
3150000	3.1398679365079367
3151000	3.139883211678832
3152000	3.1398807106598983
3153000	3.13988582302569
3154000	3.139890932149651
3155000	3.1398744849445324
3156000	3.1398631178707226
3157000	3.139844155844156
3158000	3.139856871437619
3159000	3.1398746438746437
3160000	3.1398367088607593
3161000	3.139834229674154
3162000	3.139843137254902
3163000	3.139844451470123
3164000	3.139867256637168
3165000	3.1398357030015798
3166000	3.1398445988629184
3167000	3.1398926428796967
3168000	3.1398939393939393
3169000	3.1399040706847585
3170000	3.1399028391167194
3171000	3.1399079154840743
3172000	3.139890290037831
3173000	3.1398890639773085
3174000	3.139892879647133
3175000	3.139887874015748
3176000	3.139896725440806
3177000	3.13990179414542
3178000	3.1399144115796096
3179000	3.139910663730733
3180000	3.1399345911949688
3181000	3.1399421565545427
3182000	3.1399484600879948
3183000	3.1399308828149546
3184000	3.1399510050251256
3185000	3.1399284144427
3186000	3.139957313245449
3187000	3.1399761531220585
3188000	3.139961104140527
3189000	3.139947318908749
3190000	3.1399586206896553
3191000	3.139952366029458
3192000	3.1399624060150377
3193000	3.1399849671155655
3194000	3.139964934251722
3195000	3.139939906103286
3196000	3.1399173967459326
3197000	3.139899906162027
3198000	3.139897435897436
3199000	3.1399124726477026
3200000	3.1399325
3201000	3.1399450171821304
3202000	3.139941286695815
3203000	3.1399038401498593
3204000	3.139901373283396
3205000	3.13991263650546
3206000	3.1399263880224577
3207000	3.139948861864671
3208000	3.1399438902743144
3209000	3.1399526332190715
3210000	3.139973831775701
3211000	3.13999501712862
3212000	3.1399850560398503
3213000	3.139966386554622
3214000	3.139917859365277
3215000	3.139931570762053
3216000	3.1399776119402985
3217000	3.139990052844265
3218000	3.139981354878807
3219000	3.1400037278657966
3220000	3.140016149068323
3221000	3.140024837007141
3222000	3.1400235878336438
3223000	3.1400148929568723
3224000	3.140024813895782
3225000	3.1400111627906977
3226000	3.14
3227000	3.139985125503564
3228000	3.1399764560099133
3229000	3.1399578816971196
3230000	3.1399442724458204
3231000	3.139939337666357
3232000	3.1399269801980196
3233000	3.1399183420971233
3234000	3.139918367346939
3235000	3.139914683153014
3236000	3.139902348578492
3237000	3.139882607352487
3238000	3.1399122915379865
3239000	3.139937017598024
3240000	3.139949382716049
3241000	3.139965442764579
3242000	3.139953115360888
3243000	3.139959296947271
3244000	3.1399667077681874
3245000	3.139938366718028
3246000	3.1399494762784967
3247000	3.1399704342469974
3248000	3.1399716748768474
3249000	3.1399766081871343
3250000	3.139977846153846
3251000	3.1399692402337744
3252000	3.139953259532595
3253000	3.1399520442668307
3254000	3.1399360786724033
3255000	3.1399139784946235
3256000	3.1399250614250613
3257000	3.139927540681609
3258000	3.1399128299570287
3259000	3.1399042651119977
3260000	3.139882208588957
3261000	3.1398908310334255
3262000	3.13987982832618
3263000	3.139865154765553
3264000	3.1398786764705884
3265000	3.1398713629402755
3266000	3.1398726270667483
3267000	3.139887358432813
3268000	3.139905752753978
3269000	3.139920464973998
3270000	3.1399168195718654
3271000	3.1398911647814125
3272000	3.139859413202934
3273000	3.1398667888787046
3274000	3.13985949908369
3275000	3.139847328244275
3276000	3.139844932844933
3277000	3.1398462007934085
3278000	3.1398120805369127
3279000	3.1398133577310157
3280000	3.1398146341463415
3281000	3.1398415117342275
3282000	3.1398793418647166
3283000	3.13992567773378
3284000	3.1399305724725943
3285000	3.139889193302892
3286000	3.1398904443091906
3287000	3.1398916945543047
3288000	3.139917274939173
3289000	3.1399185162663423
3290000	3.1399063829787233
3291000	3.139894257064722
3292000	3.139890643985419
3293000	3.1398846037048282
3294000	3.1398955676988463
3295000	3.139896813353566
3296000	3.1399199029126215
3297000	3.1399102214134063
3298000	3.139899332929048
3299000	3.1398872385571384
3300000	3.139878787878788
3301000	3.139872765828537
3302000	3.139909145972138
3303000	3.139905540417802
3304000	3.139906779661017
3305000	3.1399213313161876
3306000	3.1399201451905627
3307000	3.1399274266706985
3308000	3.139899637243047
3309000	3.139900876397703
3310000	3.13990332326284
3311000	3.1398888553307156
3312000	3.139880434782609
3313000	3.1398659824932085
3314000	3.139886541943271
3315000	3.1398950226244344
3316000	3.1398938480096503
3317000	3.139854085016581
3318000	3.1398396624472573
3319000	3.1398336848448327
3320000	3.139833734939759
3321000	3.1398398072869615
3322000	3.1398362432269717
3323000	3.1398675895275354
3324000	3.139874849578821
3325000	3.139864060150376
3326000	3.139858087793145
3327000	3.139889389840697
3328000	3.139908653846154
3329000	3.1398978672273956
3330000	3.1398642642642645
3331000	3.139885920144101
3332000	3.1398787515006004
3333000	3.1398715871587157
3334000	3.1398956208758246
3335000	3.1398932533733133
3336000	3.1398764988009593
3337000	3.1398945160323644
3338000	3.1398885560215697
3339000	3.139884995507637
3340000	3.139845508982036
3341000	3.139834780005986
3342000	3.139859964093357
3343000	3.13986838169309
3344000	3.1398708133971294
3345000	3.1398780269058295
3346000	3.1398780633592347
3347000	3.139893636092023
3348000	3.1399127837514933
3349000	3.1399032547028964
3350000	3.139891343283582
3351000	3.1398663085646077
3352000	3.1398556085918856
3353000	3.1398353713092755
3354000	3.1398163387000597
3355000	3.139796125186289
3356000	3.139766388557807
3357000	3.13976526660709
3358000	3.1397629541393686
3359000	3.139776123846383
3360000	3.139761904761905
3361000	3.1397810175542995
3362000	3.139773944080904
3363000	3.1397728218852214
3364000	3.139769322235434
3365000	3.1397503714710253
3366000	3.139742127153892
3367000	3.1397612117612117
3368000	3.139750593824228
3369000	3.139751855149896
3370000	3.139768545994065
3371000	3.1397579353307625
3372000	3.1397615658362987
3373000	3.1397841683960865
3374000	3.139797273266153
3375000	3.139762962962963
3376000	3.1397654028436017
3377000	3.1397559964465502
3378000	3.139764357608052
3379000	3.13975614087008
3380000	3.139768047337278
3381000	3.139757468204673
3382000	3.1397764636309877
3383000	3.139758793969849
3384000	3.1397635933806147
3385000	3.139751846381093
3386000	3.1397365623154165
3387000	3.139730735163862
3388000	3.139744982290437
3389000	3.1397415166715845
3390000	3.139754572271386
3391000	3.1397511058684753
3392000	3.1397110849056604
3393000	3.139702917771883
3394000	3.1396865055981142
3395000	3.139701914580265
3396000	3.1396949352179035
3397000	3.139706800117751
3398000	3.1397292525014713
3399000	3.139709326272433
3400000	3.1396952941176473
3401000	3.139677741840635
3402000	3.1396719576719576
3403000	3.1396732295033796
3404000	3.1396286721504114
3405000	3.1396370044052864
3406000	3.1396371109806225
3407000	3.139639565600235
3408000	3.1396103286384975
3409000	3.1395951892050453
3410000	3.139592961876833
3411000	3.1396200527704488
3412000	3.139614302461899
3413000	3.1396179314386172
3414000	3.1396391329818396
3415000	3.139629868228404
3416000	3.139610070257611
3417000	3.1396055019022535
3418000	3.1396243417203045
3419000	3.1396326411231352
3420000	3.1396549707602337
3421000	3.1396480561239404
3422000	3.1396189362945646
3423000	3.139627227578148
3424000	3.1396273364485983
3425000	3.1396356204379563
3426000	3.139619381202569
3427000	3.139628829880362
3428000	3.139649941656943
3429000	3.139658209390493
3430000	3.139658309037901
3431000	3.139650247741183
3432000	3.1396643356643357
3433000	3.1396690940868046
3434000	3.139650553290623
3435000	3.1396599708879185
3436000	3.139672875436554
3437000	3.1396531859179517
3438000	3.1396591041303084
3439000	3.1396498982262284
3440000	3.1396302325581393
3441000	3.1396233653007846
3442000	3.139636257989541
3443000	3.1396282311937265
3444000	3.1396120789779327
3445000	3.1396133526850507
3446000	3.139616947185142
3447000	3.1396344647519583
3448000	3.139619489559165
3449000	3.139624238909829
3450000	3.1396336231884057
3451000	3.1396128658359896
3452000	3.139577056778679
3453000	3.1395655951346657
3454000	3.1395471916618414
3455000	3.1395322720694647
3456000	3.1395347222222223
3457000	3.1395256002314147
3458000	3.139528050896472
3459000	3.139540907776814
3460000	3.1395445086705203
3461000	3.1395388616006934
3462000	3.1395517042172156
3463000	3.1395876407738954
3464000	3.139586605080831
3465000	3.13955670995671
3466000	3.1395660703981534
3467000	3.1395661955581193
3468000	3.139553633217993
3469000	3.1395549149610837
3470000	3.139556195965418
3471000	3.139528666090464
3472000	3.1395552995391705
3473000	3.139566945004319
3474000	3.1395647668393782
3475000	3.1395821582733814
3476000	3.1395799769850403
3477000	3.1395708944492378
3478000	3.139581368602645
3479000	3.13958953722334
3480000	3.1395793103448275
3481000	3.1396001149095087
3482000	3.139616312464101
3483000	3.1396279069767443
3484000	3.1396360505166476
3485000	3.1396373027259683
3486000	3.1396442914515204
3487000	3.139643246343562
3488000	3.1396227064220184
3489000	3.13964803668673
3490000	3.1396573065902578
3491000	3.139682612431968
3492000	3.1396769759450174
3493000	3.139703406813627
3494000	3.139718374356039
3495000	3.139721888412017
3496000	3.1397105263157896
3497000	3.139663711752931
3498000	3.1396558033161805
3499000	3.13966161760503
3500000	3.139697142857143
3501000	3.139701799485861
3502000	3.1396836093660765
3503000	3.1396802740508134
3504000	3.139665525114155
3505000	3.1396701854493583
3506000	3.1396999429549344
3507000	3.139695466210436
3508000	3.139733181299886
3509000	3.139733257338273
3510000	3.139736752136752
3511000	3.1397596126459697
3512000	3.1397630979498863
3513000	3.13976658126957
3514000	3.1397746158224247
3515000	3.139784921763869
3516000	3.1397576791808874
3517000	3.1397622974125676
3518000	3.1397100625355314
3519000	3.1397055981813016
3520000	3.1397102272727273
3521000	3.139730758307299
3522000	3.139738784781374
3523000	3.1397240987794492
3524000	3.1397026106696937
3525000	3.1397163120567377
3526000	3.1397175269427113
3527000	3.1397346186560817
3528000	3.139732426303855
3529000	3.13972343440068
3530000	3.1397065155807367
3531000	3.1396884735202493
3532000	3.1396987542468855
3533000	3.1396852533257853
3534000	3.1396977928692698
3535000	3.1396854314002827
3536000	3.1396753393665158
3537000	3.139687871077184
3538000	3.1396596947427926
3539000	3.139688047471037
3540000	3.1397186440677967
3541000	3.1397074272804293
3542000	3.13970073404856
3543000	3.139691786621507
3544000	3.1396930022573364
3545000	3.1396919605077573
3546000	3.139671742808799
3547000	3.1396707076402595
3548000	3.139664036076663
3549000	3.13963708086785
3550000	3.1396642253521128
3551000	3.139663193466629
3552000	3.139649774774775
3553000	3.139649873346468
3554000	3.1396713562183454
3555000	3.13967482419128
3556000	3.139676040494938
3557000	3.1396918751757097
3558000	3.1396885890949973
3559000	3.139675189660017
3560000	3.1396876404494383
3561000	3.139684358326313
3562000	3.139674340258282
3563000	3.13967667695762
3564000	3.139658810325477
3565000	3.139660028050491
3566000	3.1396881660123386
3567000	3.1396983459489767
3568000	3.1396995515695068
3569000	3.1397411039506866
3570000	3.139719887955182
3571000	3.139724446933632
3572000	3.1397122060470326
3573000	3.1396697453120628
3574000	3.1396776720761053
3575000	3.1397102097902096
3576000	3.1397326621923938
3577000	3.139757338551859
3578000	3.1397674678591394
3579000	3.139772003352892
3580000	3.139794413407821
3581000	3.139822395978777
3582000	3.139825795644891
3583000	3.139828077030421
3584000	3.1398515625
3585000	3.139877266387727
3586000	3.139900725041829
3587000	3.1398751045441875
3588000	3.139861761426979
3589000	3.139861799944274
3590000	3.139864066852368
3591000	3.139855193539404
3592000	3.139865256124722
3593000	3.1398597272474253
3594000	3.139851975514747
3595000	3.1398497913769123
3596000	3.1398642936596217
3597000	3.1398376424798444
3598000	3.1398254585881045
3599000	3.1398021672686856
3600000	3.139806666666667
3601000	3.1398167175784506
3602000	3.139803442531927
3603000	3.1398012767138495
3604000	3.139814650388457
3605000	3.1398024965325937
3606000	3.1397925679423184
3607000	3.139782644857222
3608000	3.1397960088691796
3609000	3.1397993904128567
3610000	3.1397961218836565
3611000	3.139788424259208
